2026-06-13 22:27:58 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:26:43 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpm4a3y1l2.jsonl...
2026-06-14 11:26:43 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:26:43 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmph0qxq4xz.jsonl...
2026-06-14 11:26:43 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: Expecting value: line 1 column 1 (char 0)
2026-06-14 11:26:43 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-14 11:26:43 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:26:43 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:26:43 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:26:43 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:26:43 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:26:43 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:26:43 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:26:43 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:26:43 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-14 11:26:43 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-14 11:26:43 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-14 11:27:09 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:27:09 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpii7q9l3u.jsonl...
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp7figt88s.jsonl...
2026-06-14 11:27:10 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: Expecting value: line 1 column 1 (char 0)
2026-06-14 11:27:10 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-14 11:27:10 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:10 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:10 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:10 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:10 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:10 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:10 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:10 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:10 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-14 11:27:10 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-14 11:27:10 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-14 11:27:29 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:27:29 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp9bn9w3lb.jsonl...
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp91q7vz_h.jsonl...
2026-06-14 11:27:29 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: Expecting value: line 1 column 1 (char 0)
2026-06-14 11:27:29 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-14 11:27:29 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:29 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:29 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:29 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:29 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:29 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:29 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:29 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:29 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-14 11:27:29 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-14 11:27:29 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-14 11:27:53 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:27:53 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp2zpo05e0.jsonl...
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpdmhir5vp.jsonl...
2026-06-14 11:27:53 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: Expecting value: line 1 column 1 (char 0)
2026-06-14 11:27:53 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-14 11:27:53 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:53 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:27:53 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:53 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:53 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:53 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:53 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:27:53 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:27:53 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-14 11:27:53 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-14 11:27:53 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-14 11:28:06 | __main__                       | INFO    | ======================================================================
2026-06-14 11:28:06 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-14 11:28:06 | __main__                       | INFO    | ======================================================================
2026-06-14 11:28:06 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-14 11:28:06 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-14 11:28:06 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-14 11:28:06 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-14 11:28:06 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-14 11:28:06 | __main__                       | INFO    | Phase 2: Loading and validating candidates...
2026-06-14 11:28:06 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:28:21 | src.ingestion.data_loader      | INFO    | Loaded 100000 candidate records
2026-06-14 11:28:28 | __main__                       | INFO    |   Loaded 100000 valid candidates (0 rejected) in 22.4s
2026-06-14 11:28:28 | __main__                       | INFO    | Phase 3: Quality filtering (honeypot detection)...
2026-06-14 11:28:30 | __main__                       | INFO    |   Quality filter: 30171 passed, 69829 removed in 2.1s
2026-06-14 11:28:30 | __main__                       | INFO    | Phase 4: Structured feature extraction...
2026-06-14 11:28:55 | __main__                       | INFO    |   Extracted features for 30171 candidates in 24.8s
2026-06-14 11:28:55 | __main__                       | INFO    | Phase 5: Pre-filtering to top 5000 by structured score...
2026-06-14 11:28:55 | __main__                       | INFO    |   Selected 5000 candidates for semantic reranking
2026-06-14 11:28:55 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-14 11:28:55 | src.utils.io_utils             | INFO    | Loaded numpy array (5000, 384) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-14 11:28:55 | src.utils.io_utils             | INFO    | Loaded numpy array (5000,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-14 11:28:55 | src.semantic.embedding_store   | INFO    | Loaded 5000 cached embeddings
2026-06-14 11:28:55 | __main__                       | INFO    |   Cache IDs mismatch — regenerating embeddings
2026-06-14 11:29:17 | src.semantic.embedding_generator | INFO    | Loading model from local cache: /home/dev/Documents/RedRob project/Redrob-Codebase/models/all-MiniLM-L6-v2
2026-06-14 11:29:23 | src.semantic.embedding_generator | INFO    | Encoding 5000 texts in batches of 512
2026-06-14 11:29:47 | src.semantic.embedding_generator | INFO    | Generated embeddings: shape (5000, 384)
2026-06-14 11:29:48 | src.utils.io_utils             | INFO    | Saved numpy array (5000, 384) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-14 11:29:48 | src.utils.io_utils             | INFO    | Saved numpy array (5000,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-14 11:29:48 | src.utils.io_utils             | INFO    | Loaded numpy array (384,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/jd_embedding.npy
2026-06-14 11:29:48 | __main__                       | INFO    |   Using cached JD embedding
2026-06-14 11:29:48 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 5000 candidates (mean=0.5241, max=0.6384)
2026-06-14 11:29:48 | __main__                       | INFO    |   Semantic scoring complete in 52.7s
2026-06-14 11:29:48 | __main__                       | INFO    | Phase 7: Score combination...
2026-06-14 11:29:48 | src.ranking.score_combiner     | INFO    | Combined scores for 5000 candidates
2026-06-14 11:29:48 | __main__                       | INFO    | Phase 8: Ranking and selection...
2026-06-14 11:29:48 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.7697 – 0.6206)
2026-06-14 11:29:48 | __main__                       | INFO    | Phase 9: Generating reasoning...
2026-06-14 11:29:48 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-14 11:29:48 | __main__                       | INFO    | Phase 10: Building submission CSV...
2026-06-14 11:29:48 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-14 11:29:48 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-14 11:29:48 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (5000 rows)
2026-06-14 11:29:48 | __main__                       | INFO    | ======================================================================
2026-06-14 11:29:48 | __main__                       | INFO    | Pipeline complete in 102.2s
2026-06-14 11:29:48 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-14 11:29:48 | __main__                       | INFO    | Top candidate: CAND_0086022 (score: 0.7697)
2026-06-14 11:29:48 | __main__                       | INFO    | 100th candidate: CAND_0033861 (score: 0.6206)
2026-06-14 11:29:48 | __main__                       | INFO    | ======================================================================
2026-06-14 11:30:02 | __main__                       | INFO    | ======================================================================
2026-06-14 11:30:02 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-14 11:30:02 | __main__                       | INFO    | ======================================================================
2026-06-14 11:30:02 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-14 11:30:02 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-14 11:30:02 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-14 11:30:02 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-14 11:30:02 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-14 11:30:02 | __main__                       | INFO    | Phase 2: Loading and validating candidates...
2026-06-14 11:30:02 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:30:18 | src.ingestion.data_loader      | INFO    | Loaded 100000 candidate records
2026-06-14 11:30:25 | __main__                       | INFO    |   Loaded 100000 valid candidates (0 rejected) in 23.5s
2026-06-14 11:30:25 | __main__                       | INFO    | Phase 3: Quality filtering (honeypot detection)...
2026-06-14 11:30:28 | __main__                       | INFO    |   Quality filter: 30171 passed, 69829 removed in 2.2s
2026-06-14 11:30:28 | __main__                       | INFO    | Phase 4: Structured feature extraction...
2026-06-14 11:30:53 | __main__                       | INFO    |   Extracted features for 30171 candidates in 25.3s
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 5: Pre-filtering to top 5000 by structured score...
2026-06-14 11:30:53 | __main__                       | INFO    |   Selected 5000 candidates for semantic reranking
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-14 11:30:53 | src.utils.io_utils             | INFO    | Loaded numpy array (5000, 384) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-14 11:30:53 | src.utils.io_utils             | INFO    | Loaded numpy array (5000,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-14 11:30:53 | src.semantic.embedding_store   | INFO    | Loaded 5000 cached embeddings
2026-06-14 11:30:53 | __main__                       | INFO    |   Using cached candidate embeddings
2026-06-14 11:30:53 | src.utils.io_utils             | INFO    | Loaded numpy array (384,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/jd_embedding.npy
2026-06-14 11:30:53 | __main__                       | INFO    |   Using cached JD embedding
2026-06-14 11:30:53 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 5000 candidates (mean=0.5241, max=0.6384)
2026-06-14 11:30:53 | __main__                       | INFO    |   Semantic scoring complete in 0.3s
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 7: Score combination...
2026-06-14 11:30:53 | src.ranking.score_combiner     | INFO    | Combined scores for 5000 candidates
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 8: Ranking and selection...
2026-06-14 11:30:53 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.7697 – 0.6206)
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 9: Generating reasoning...
2026-06-14 11:30:53 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-14 11:30:53 | __main__                       | INFO    | Phase 10: Building submission CSV...
2026-06-14 11:30:53 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-14 11:30:53 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-14 11:30:53 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (5000 rows)
2026-06-14 11:30:53 | __main__                       | INFO    | ======================================================================
2026-06-14 11:30:53 | __main__                       | INFO    | Pipeline complete in 51.4s
2026-06-14 11:30:53 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-14 11:30:53 | __main__                       | INFO    | Top candidate: CAND_0086022 (score: 0.7697)
2026-06-14 11:30:53 | __main__                       | INFO    | 100th candidate: CAND_0033861 (score: 0.6206)
2026-06-14 11:30:53 | __main__                       | INFO    | ======================================================================
2026-06-14 11:37:15 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:37:15 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpss2bwakr.jsonl...
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp8es447l_.jsonl...
2026-06-14 11:37:15 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: Expecting value: line 1 column 1 (char 0)
2026-06-14 11:37:15 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-14 11:37:15 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:37:15 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-14 11:37:15 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:37:15 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:37:15 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:37:15 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:37:15 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-14 11:37:15 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-14 11:37:15 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-14 11:37:15 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-14 11:37:15 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-14 11:38:13 | __main__                       | INFO    | ======================================================================
2026-06-14 11:38:13 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-14 11:38:13 | __main__                       | INFO    | ======================================================================
2026-06-14 11:38:13 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-14 11:38:13 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-14 11:38:13 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-14 11:38:13 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-14 11:38:13 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-14 11:38:13 | __main__                       | INFO    | Phase 2: Loading and validating candidates...
2026-06-14 11:38:13 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:38:26 | src.ingestion.data_loader      | INFO    | Loaded 100000 candidate records
2026-06-14 11:38:32 | __main__                       | INFO    |   Loaded 100000 valid candidates (0 rejected) in 18.5s
2026-06-14 11:38:32 | __main__                       | INFO    | Phase 3: Quality filtering (honeypot detection)...
2026-06-14 11:38:48 | __main__                       | INFO    | ======================================================================
2026-06-14 11:38:48 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-14 11:38:48 | __main__                       | INFO    | ======================================================================
2026-06-14 11:38:48 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-14 11:38:48 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-14 11:38:48 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-14 11:38:48 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-14 11:38:48 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-14 11:38:48 | __main__                       | INFO    | Phase 2: Loading and validating candidates...
2026-06-14 11:38:48 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:38:52 | src.ingestion.data_loader      | INFO    | Loaded 100000 candidate records
2026-06-14 11:38:58 | __main__                       | INFO    |   Loaded 100000 valid candidates (0 rejected) in 9.8s
2026-06-14 11:38:58 | __main__                       | INFO    | Phase 3: Quality filtering (honeypot detection)...
2026-06-14 11:38:59 | __main__                       | INFO    |   Quality filter: 30171 passed, 69829 removed in 1.9s
2026-06-14 11:38:59 | __main__                       | INFO    | Phase 4: Structured feature extraction...
2026-06-14 11:39:22 | __main__                       | INFO    |   Extracted features for 30171 candidates in 22.2s
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 5: Pre-filtering to top 5000 by structured score...
2026-06-14 11:39:22 | __main__                       | INFO    |   Selected 5000 candidates for semantic reranking
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-14 11:39:22 | src.utils.io_utils             | INFO    | Loaded numpy array (5000, 384) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-14 11:39:22 | src.utils.io_utils             | INFO    | Loaded numpy array (5000,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-14 11:39:22 | src.semantic.embedding_store   | INFO    | Loaded 5000 cached embeddings
2026-06-14 11:39:22 | __main__                       | INFO    |   Using cached candidate embeddings
2026-06-14 11:39:22 | src.utils.io_utils             | INFO    | Loaded numpy array (384,) from /home/dev/Documents/RedRob project/Redrob-Codebase/models/jd_embedding.npy
2026-06-14 11:39:22 | __main__                       | INFO    |   Using cached JD embedding
2026-06-14 11:39:22 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 5000 candidates (mean=0.5241, max=0.6384)
2026-06-14 11:39:22 | __main__                       | INFO    |   Semantic scoring complete in 0.1s
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 7: Score combination...
2026-06-14 11:39:22 | src.ranking.score_combiner     | INFO    | Combined scores for 5000 candidates
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 8: Ranking and selection...
2026-06-14 11:39:22 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.7697 – 0.6206)
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 9: Generating reasoning...
2026-06-14 11:39:22 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-14 11:39:22 | __main__                       | INFO    | Phase 10: Building submission CSV...
2026-06-14 11:39:22 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-14 11:39:22 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-14 11:39:22 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (5000 rows)
2026-06-14 11:39:22 | __main__                       | INFO    | ======================================================================
2026-06-14 11:39:22 | __main__                       | INFO    | Pipeline complete in 34.2s
2026-06-14 11:39:22 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-14 11:39:22 | __main__                       | INFO    | Top candidate: CAND_0086022 (score: 0.7697)
2026-06-14 11:39:22 | __main__                       | INFO    | 100th candidate: CAND_0033861 (score: 0.6206)
2026-06-14 11:39:22 | __main__                       | INFO    | ======================================================================
2026-06-14 11:44:55 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-14 11:44:55 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-14 11:44:55 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-14 11:44:55 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-14 11:44:55 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp9fi3p9es.jsonl...
2026-06-14 11:44:55 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-14 11:44:55 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp5cdsgjai.jsonl...
